1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,3,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,1,28,28,28,28,28,28,26,10,10,10,10,10,10,26,26,26,26,26
1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,3,1,2,2,2,2,2,2,2,23,23,23,23,23,23,23,23,23,23,23
1,1,3,2,1,18,24,24,24,3,3,24,24,24,24,24,24,24,24,24,24,24
1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,1,2,1,1,1,1,1,2,2,2,2,24,24,24,24,24,24,24,24,24
1,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,3,3,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4
1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,4,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
1,4,1,2,18,18,30,15,4,4,4,4,4,4,4,4,4,3,3,3,3,3
1,4,1,3,2,30,3,3,3,3,3,3,3,24,24,24,24,24,2,2,2,2
1,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,18,18,18,18,18
1,4,3,2,4,4,4,4,30,30,18,18,18,18,18,18,18,18,18,18,18,18
1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,5,1,1,15,15,15,29,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,5,1,2,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,5,1,3,15,5,5,5,5,5,5,5,5,20,20,20,20,20,5,5,5,15
1,5,2,1,5,5,5,5,5,5,5,16,16,16,16,5,5,5,5,5,5,5
1,5,2,2,16,16,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,5,2,3,5,5,5,5,5,5,16,16,16,16,16,16,16,16,5,5,5,5
1,5,3,1,16,16,5,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5
1,5,3,2,5,5,5,16,16,16,16,16,16,5,5,5,5,5,5,5,5,5
1,5,3,3,29,29,29,29,29,20,20,20,20,20,20,20,20,20,20,20,5,5
1,6,1,1,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20
1,6,1,2,21,21,21,16,16,16,16,21,21,21,21,21,21,21,20,20,20,20
1,6,1,3,21,21,21,16,16,21,21,21,21,21,20,20,20,20,20,20,6,6
1,6,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,6,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,6,2,3,25,19,19,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6
1,6,3,1,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,6,3,2,25,18,18,18,18,25,6,6,6,6,6,6,6,6,6,6,6,6
1,6,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,7,1,1,7,6,6,6,20,20,29,20,20,20,20,20,20,20,20,6,6,6
1,7,1,2,7,7,18,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1,7,1,3,18,18,25,25,25,7,7,7,7,7,7,7,7,7,7,7,7,7
1,7,2,1,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,7,2,2,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
1,7,2,3,27,27,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
1,7,3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,7,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,7,3,3,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
1,8,1,1,8,8,8,8,8,8,24,24,24,24,24,24,24,24,24,24,1,1
1,8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,8,1,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,8,2,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,8,2,2,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,8,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,8,3,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,8,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,8,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,9,1,1,9,9,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,9,1,3,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,9,2,1,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,9,2,3,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,9,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,9,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,9,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,10,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,10,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,10,1,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,10,2,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,10,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,10,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,10,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,10,3,2,10,10,10,10,23,23,23,23,1,1,1,1,1,1,1,1,1,1
1,10,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,11,1,1,28,28,28,28,28,28,28,28,10,10,1,1,1,1,26,26,26,26
1,11,1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,26
