0	0.2466	0.4846	0.3224	-0.0238	0.2161	0.0172	0.1086	0.1745	0.0126	-0.0371	0.1638	0.0136	0.0279	0.0571	-0.0639	-0.0572	
0.02	0.2639	0.4743	0.3238	-0.0143	0.2317	0.0266	0.1086	0.1884	0.0331	-0.0343	0.1647	0.0547	0.0316	0.0654	-0.034	-0.0499	
0.04	0.2813	0.464	0.3251	-0.0048	0.2473	0.0361	0.1087	0.2023	0.0535	-0.0315	0.1655	0.0959	0.0353	0.0736	-0.0041	-0.0425	
0.06	0.2986	0.4537	0.3265	0.0047	0.2628	0.0456	0.1087	0.2162	0.074	-0.0286	0.1663	0.1371	0.0391	0.0818	0.0258	-0.0351	
0.08	0.3159	0.4435	0.3278	0.0141	0.2784	0.055	0.1087	0.23	0.0944	-0.0258	0.1672	0.1782	0.0428	0.0901	0.0557	-0.0277	
0.1	0.333	0.4335	0.3303	0.023	0.292	0.064	0.1089	0.2449	0.12	-0.0208	0.1694	0.2277	0.0502	0.1018	0.0882	-0.0184	
0.12	0.3492	0.4227	0.3341	0.0328	0.3063	0.074	0.1093	0.2607	0.1492	-0.0124	0.1729	0.2886	0.0621	0.1182	0.1282	-0.0061	
0.14	0.3645	0.4108	0.3392	0.0433	0.3209	0.0847	0.1099	0.2781	0.185	0.0001	0.178	0.3605	0.0792	0.1397	0.1772	0.0095	
0.16	0.3791	0.398	0.3458	0.0544	0.3356	0.0958	0.1109	0.2977	0.2291	0.0175	0.1856	0.4412	0.1017	0.1665	0.2357	0.0284	
0.18	0.3932	0.3845	0.3538	0.0658	0.3501	0.107	0.1124	0.32	0.2818	0.0398	0.1965	0.5271	0.1292	0.1983	0.3034	0.0503	
0.2	0.4067	0.3703	0.3626	0.0773	0.3645	0.1182	0.1142	0.345	0.3416	0.0663	0.2117	0.6153	0.1608	0.235	0.3789	0.075	
0.22	0.4197	0.3556	0.3717	0.0888	0.3793	0.1294	0.1166	0.3726	0.4065	0.0961	0.232	0.7029	0.1958	0.2763	0.4603	0.1021	
0.24	0.4323	0.3405	0.3805	0.1002	0.3948	0.1408	0.1194	0.402	0.4742	0.1283	0.2576	0.7875	0.233	0.3221	0.5449	0.1317	
0.26	0.4444	0.325	0.3886	0.1114	0.4116	0.1526	0.1227	0.4323	0.5423	0.1615	0.2882	0.8661	0.2713	0.3716	0.6297	0.1632	
0.28	0.4561	0.3094	0.3956	0.1223	0.4294	0.1652	0.1265	0.4624	0.6083	0.1949	0.3227	0.9361	0.3092	0.4234	0.7113	0.1958	
