0	0.5227	-0.0886	0.2543	-0.0281	0.1017	0.2516	0.1125	0.235	0.5813	0.0623	0.0896	0.5117	-0.1175	-0.179	0.6202	-0.1106	
0.02	0.5625	-0.1176	0.2431	-0.0281	0.0566	0.2057	0.1035	0.225	0.5813	0.0623	0.0914	0.5131	-0.1158	-0.1632	0.6106	-0.119	
0.04	0.6024	-0.1466	0.2318	-0.028	0.0116	0.1597	0.0945	0.215	0.5813	0.0623	0.0932	0.5146	-0.1142	-0.1475	0.601	-0.1274	
0.06	0.6423	-0.1757	0.2206	-0.028	-0.0334	0.1137	0.0855	0.2049	0.5813	0.0623	0.0949	0.5161	-0.1126	-0.1318	0.5914	-0.1358	
0.08	0.6822	-0.2047	0.2093	-0.028	-0.0785	0.0678	0.0765	0.1949	0.5812	0.0622	0.0967	0.5175	-0.111	-0.1161	0.5817	-0.1443	
0.1	0.7207	-0.2334	0.1993	-0.028	-0.1214	0.0257	0.0689	0.1857	0.5812	0.0622	0.0994	0.5204	-0.1087	-0.0995	0.5725	-0.1524	
0.12	0.7602	-0.2595	0.1911	-0.0281	-0.1611	-0.0083	0.0628	0.1753	0.5814	0.0623	0.1032	0.5246	-0.1055	-0.0801	0.5627	-0.1586	
0.14	0.7994	-0.2834	0.1846	-0.0284	-0.1977	-0.0351	0.0582	0.1643	0.5817	0.0625	0.108	0.5302	-0.1015	-0.0583	0.5529	-0.163	
0.16	0.8371	-0.3059	0.18	-0.0289	-0.2318	-0.0559	0.055	0.1531	0.5825	0.0629	0.1139	0.5372	-0.0965	-0.0352	0.5438	-0.1659	
0.18	0.8726	-0.3276	0.1772	-0.0299	-0.2635	-0.0722	0.053	0.1424	0.5838	0.0636	0.1207	0.5454	-0.0905	-0.0117	0.5362	-0.1677	
0.2	0.9055	-0.3486	0.1761	-0.0314	-0.2928	-0.0852	0.052	0.1326	0.5857	0.0646	0.1281	0.5548	-0.0835	0.0115	0.5307	-0.1686	
0.22	0.936	-0.3693	0.1764	-0.0334	-0.3199	-0.0961	0.0516	0.1241	0.5886	0.0661	0.1362	0.5656	-0.0755	0.0337	0.5277	-0.1689	
0.24	0.9642	-0.3892	0.1781	-0.0361	-0.3449	-0.1056	0.0516	0.117	0.5923	0.068	0.1451	0.5779	-0.0668	0.0546	0.5273	-0.1683	
0.26	0.9901	-0.4084	0.1809	-0.0396	-0.3678	-0.114	0.0518	0.1113	0.5972	0.0705	0.1549	0.592	-0.0573	0.0745	0.5296	-0.1666	
0.28	1.0138	-0.4265	0.1846	-0.0437	-0.3889	-0.1212	0.0519	0.1071	0.6032	0.0734	0.1665	0.6082	-0.0474	0.0938	0.5343	-0.1634	
0.3	1.0354	-0.4435	0.1889	-0.0484	-0.4081	-0.127	0.0519	0.1046	0.6101	0.077	0.1803	0.6263	-0.0372	0.1135	0.5411	-0.1583	
0.32	1.0553	-0.4592	0.1942	-0.0537	-0.4252	-0.1309	0.0518	0.1038	0.618	0.0811	0.1969	0.6464	-0.0266	0.1346	0.5497	-0.1506	
0.34	1.0738	-0.4736	0.2008	-0.0595	-0.4399	-0.1332	0.0518	0.1048	0.6267	0.086	0.2165	0.6686	-0.0156	0.1577	0.5599	-0.1398	
