0	0.3562	0.5265	0.1348	0.0098	0.0274	-0.1542	0.1632	-0.0034	0.0983	-0.0979	-0.001	-0.1124	0.0367	0.1125	-0.0753	-0.1254	
0.02	0.3969	0.4844	0.1348	0.009	0.019	-0.149	0.1632	-0.0229	0.1006	-0.0979	-0.0225	-0.1004	0.0367	0.1138	-0.0719	-0.1254	
0.04	0.4375	0.4422	0.1348	0.0081	0.0106	-0.1438	0.1632	-0.0423	0.1028	-0.0979	-0.0441	-0.0884	0.0367	0.1151	-0.0686	-0.1254	
0.06	0.4782	0.4001	0.1348	0.0073	0.0022	-0.1385	0.1632	-0.0618	0.1051	-0.0979	-0.0657	-0.0763	0.0367	0.1165	-0.0652	-0.1254	
0.08	0.5189	0.3579	0.1348	0.0065	-0.0062	-0.1333	0.1632	-0.0813	0.1073	-0.0979	-0.0872	-0.0643	0.0367	0.1178	-0.0619	-0.1254	
0.1	0.5618	0.3197	0.1348	0.0053	-0.0133	-0.1279	0.1632	-0.0996	0.1102	-0.0979	-0.1086	-0.0532	0.0367	0.1203	-0.0569	-0.1254	
0.12	0.6122	0.2831	0.1348	0.0035	-0.0203	-0.1217	0.1632	-0.1168	0.1139	-0.0979	-0.1246	-0.0407	0.0367	0.124	-0.0503	-0.1254	
0.14	0.6688	0.249	0.1348	0.0013	-0.0265	-0.1149	0.1632	-0.1323	0.1185	-0.0979	-0.1359	-0.0274	0.0367	0.1288	-0.0419	-0.1254	
0.16	0.7294	0.2181	0.1348	-0.0015	-0.031	-0.1079	0.1632	-0.1458	0.1239	-0.0979	-0.1434	-0.0138	0.0367	0.1348	-0.0319	-0.1254	
0.18	0.7914	0.1913	0.1348	-0.0047	-0.033	-0.1008	0.1632	-0.1569	0.1299	-0.0979	-0.1482	-0.0006	0.0367	0.142	-0.0206	-0.1254	
0.2	0.8521	0.169	0.1348	-0.0085	-0.032	-0.0939	0.1632	-0.1651	0.1364	-0.0979	-0.151	0.0118	0.0366	0.1502	-0.0081	-0.1254	
0.22	0.9089	0.1509	0.1348	-0.0125	-0.0275	-0.0874	0.1632	-0.1705	0.1431	-0.0979	-0.1521	0.0232	0.0366	0.1594	0.005	-0.1253	
0.24	0.9606	0.1367	0.1348	-0.0168	-0.0194	-0.0814	0.1633	-0.1729	0.1499	-0.0979	-0.1514	0.0335	0.0367	0.1691	0.0183	-0.1253	
0.26	1.0064	0.1254	0.1348	-0.0212	-0.0077	-0.0758	0.1634	-0.1724	0.1566	-0.0977	-0.1487	0.043	0.0367	0.1794	0.0318	-0.1253	
0.28	1.0464	0.1162	0.1348	-0.0254	0.0072	-0.0706	0.1636	-0.1693	0.1632	-0.0974	-0.1442	0.0519	0.0369	0.1898	0.0451	-0.1252	
0.3	1.0807	0.1084	0.1348	-0.0295	0.0246	-0.0656	0.1641	-0.1635	0.1696	-0.097	-0.1378	0.0607	0.0372	0.2004	0.0583	-0.1251	
0.32	1.1101	0.1017	0.1348	-0.0332	0.0444	-0.0605	0.1647	-0.1552	0.1758	-0.0964	-0.1294	0.0694	0.0376	0.2111	0.0715	-0.1248	
0.34	1.135	0.0957	0.1348	-0.0365	0.0668	-0.055	0.1657	-0.1443	0.1822	-0.0956	-0.1191	0.0784	0.0382	0.2217	0.0846	-0.1244	
0.36	1.1562	0.0903	0.1348	-0.0392	0.0923	-0.0488	0.167	-0.1308	0.1887	-0.0945	-0.1068	0.0881	0.0391	0.2324	0.0973	-0.1238	
0.38	1.1747	0.0855	0.1348	-0.0414	0.1218	-0.0417	0.1687	-0.1145	0.1957	-0.0932	-0.0928	0.0988	0.0404	0.2431	0.1094	-0.1229	
0.4	1.1911	0.0809	0.1348	-0.0428	0.1558	-0.0332	0.1709	-0.0953	0.2035	-0.0914	-0.0772	0.1109	0.0422	0.2538	0.1209	-0.1219	
0.42	1.2062	0.0765	0.1348	-0.0435	0.1942	-0.0228	0.1736	-0.0734	0.2124	-0.0891	-0.0603	0.1252	0.0447	0.2645	0.1323	-0.1208	
